id,name,abadi_type,diag,ostan,shahrestan,bakhsh,dehestan,amar_code
43496,رشیداباد,0,,21,70,872,2050,810010003118550
43497,رشیداباد,0,,21,264,93,796,806050002106287
43498,رشیداباد,0,,21,338,400,576,808020002111381
43499,رشیداباد,0,,21,351,889,681,814020001102134
43500,رشیداباد,0,,22,286,273,1170,510010002048206
43501,رشیداباد,0,,26,41,315,1317,1501020001216068
43502,رشیدخان,0,,16,223,802,403,1104040001416420
43503,رشیدعباس,0,,22,244,907,892,504010003052115
43504,رشیدعلی,0,,22,339,507,2586,502070002046868
43505,رشیدقلعه,0,,20,62,860,1600,1201020001201870
43506,رشیدکشته,0,,17,158,828,947,718020001071290
43507,رشیده,0,,13,204,767,1699,619010002063701
43508,رشیدی,0,,26,27,153,617,1507010001215783
43509,رضا آباد,0,,4,37,510,633,1002020003174640
43510,رضا آباد,0,,4,332,612,2431,1010030003810504
43511,رضا آباد,0,,6,53,376,1726,1601040002460258
43512,رضا آباد,0,,15,177,47,606,2001010003239305
43513,رضا آباد,0,,15,177,788,869,2001020001500142
43514,رضا آباد,0,,15,177,788,1242,2001020003500946
43515,رضا آباد,0,,15,247,342,2228,2008010001240321
43516,رضا آباد,0,,15,256,789,870,2002010001240158
43517,رضا آباد,0,,15,270,113,973,2003020002241783
43518,رضا آباد,0,,17,392,849,2506,712040011083688
43519,رضا آباد,0,,20,98,204,266,1202010001202342
43520,رضا آباد,0,,26,188,950,2521,1504020005221515
43521,رضا آباد,0,,28,165,980,47,4010001001716
43522,رضا آباد,0,,28,165,980,2180,4010007002100
43523,رضا آباد,0,,28,269,307,1283,7030002004964
43524,رضا آباد پایین,0,,15,405,402,513,2005010001241089
43525,رضا آباد چشمه زنگی,0,,26,188,472,247,1504010002815491
43526,رضا آباد قلعه تازه,0,,26,71,947,2597,1502020004217776
43527,رضا آباد قیدو,0,,28,165,980,2180,4010007002101
43528,رضا اباد,0,,21,70,872,2350,810010005808569
43529,رضا اباد روحی,0,,31,16,109,137,2107010001511397
43530,رضاآباد,0,,4,332,612,2431,1010030003179890
43531,رضاآباد,0,,13,394,775,700,613030002067318
43532,رضاآباد,0,,16,120,1057,722,1121020002911365
43533,رضاآباد,0,,16,152,798,2057,1103010005911258
43534,رضاآباد,0,,16,225,1064,2498,1105030002842043
43535,رضاآباد,0,,16,242,1053,2154,1123030002842245
43536,رضاآباد,0,,18,15,5,19,2606020001826037
43537,رضاآباد,0,,26,188,472,1918,1504010003221840
43538,رضاآباد/چاه مرتضی عشقی,0,,31,16,109,137,2107010001510608
43539,رضاآباد/رضا قلی انصاری,0,,31,16,109,2404,2107010002510546
43540,رضاآبادتوکل آباد,0,,16,225,506,2039,1105040001842102
43541,رضاآبادحصارو,0,,16,225,1064,2498,1105030002413276
43542,رضااباد,0,,3,101,455,1851,2402020001337096
43543,رضااباد,0,,5,422,624,92,3003010001260742
43544,رضااباد,0,,8,397,412,99,2317020002535301
43545,رضااباد,0,,11,116,719,2420,906020005143989
43546,رضااباد,0,,11,432,310,105,917020001541770
43547,رضااباد,0,,12,129,173,1673,2803020002126793
43548,رضااباد,0,,12,284,748,862,2804020001157793
43549,رضااباد,0,,14,230,317,1738,1904020005235586
43550,رضااباد,0,,17,39,216,94,703030001073516
43551,رضااباد,0,,17,87,1023,2330,716030002070718
43552,رضااباد,0,,17,105,825,1405,723010001083331
43553,رضااباد,0,,17,309,840,2043,708030003372810
43554,رضااباد,0,,17,309,1071,2514,708040001078559
43555,رضااباد,0,,17,331,163,1000,710010002080412
43556,رضااباد,0,,17,392,255,74,712050001083510
43557,رضااباد,0,,21,44,49,827,820010002099306
43558,رضااباد,0,,21,70,1066,2507,810040001119331
43559,رضااباد,0,,21,138,34,150,803050001097355
43560,رضااباد,1,6789,21,214,877,34,804020001099759
43561,رضااباد,0,,21,214,877,966,804020004100009
43562,رضااباد,0,,21,214,1075,427,804040001101094
43563,رضااباد,0,,21,218,878,1243,815020001115354
43564,رضااباد,0,,21,222,879,1274,817020002380940
43565,رضااباد,0,,21,264,125,480,806020001105404
43566,رضااباد,0,,21,264,540,2370,806030002107413
43567,رضااباد,0,,21,279,267,685,807020001383804
43568,رضااباد,0,,21,338,194,2093,808070002112285
43569,رضااباد,0,,21,338,887,295,808050002100008
43570,رضااباد,0,,21,338,887,1027,808050004112880
43571,رضااباد,0,,22,32,219,2577,501010003047711
43572,رضااباد,1,6370,24,206,442,1784,2711010001324321
43573,رضااباد,0,,26,71,37,345,1502010002217203
43574,رضااباد,0,,26,157,949,123,1503060001219540
43575,رضااباد,0,,26,253,953,1101,1509020001451584
43576,رضااباد,0,,26,253,953,2630,1509020004218330
43577,رضااباد,0,,27,261,1055,738,227020001325272
43578,رضااباد,0,,28,236,984,1677,6030002003952
43579,رضااباد,0,,31,16,109,2404,2107010002070568
43580,رضااباد,0,,31,16,109,2404,2107010002510499
43581,رضااباد,0,,31,119,525,2116,2103040001248037
43582,رضااباد,0,,31,119,1017,1722,2103020003245944
43583,رضااباد,0,,31,119,1017,2497,2103020004510362
43584,رضااباد,0,,31,151,1022,248,2109020001511570
43585,رضااباد,0,,31,409,1019,592,2104010002247562
43586,رضااباد /لشکوییه /,0,,21,420,891,1703,821010002093867
43587,رضااباد/برج قارون /,0,,21,207,513,815,811010001112391
43588,رضااباد/رضا اباد غربی,0,,12,284,748,1340,2804020003150582
43589,رضااباد1,0,,21,356,888,2036,809040006116650
43590,رضاابادبالا,0,,31,151,1022,2571,2109020002249729
43591,رضاابادبوکان,0,,31,409,1019,592,2104010002247563
43592,رضاابادپایین,0,,31,151,1022,2571,2109020002249730
43593,رضاابادرضاویس,0,,26,188,950,2448,1504020003222148
43594,رضاابادزندی,0,,21,214,488,1978,804030003384419
43595,رضاابادسرهنگ,0,,11,148,723,769,918020001163773
43596,رضاابادشرقی,0,,11,328,736,1118,913030001156924
43597,رضاابادشمسایی,0,,31,409,1019,423,2104010005248893
43598,رضاابادشور,0,,21,227,1098,2624,805030002103152
43599,رضاابادصفر,0,,21,207,876,1194,811020001382339
43600,رضاابادصوفیان,0,,5,235,620,1446,3002010001260640
43601,رضاابادطاهری,0,,11,148,723,769,918020001163774
43602,رضاابادگایینی,0,,19,327,166,646,2501010001005569
43603,رضاابادگیجان سامدی,0,,11,148,723,1179,918020002164213
43604,رضاابادمیان ولان,0,,26,253,953,1101,1509020001451650
43605,رضاابادنواب,0,,21,214,488,1978,804030003100642
43606,رضاباغی,0,,30,300,135,543,1309020001210036
43607,رضاچال کنار,0,,13,45,3,13,621010001065931
43608,رضاخان,0,,26,188,472,1918,1504010003221841
43609,رضاخانلوی سفلی,0,,1,413,142,233,310010001036050
43610,رضاخانلوی علیا,0,,1,413,142,233,310010001036049
43611,رضاخون,0,,13,45,3,2041,621010002065932
43612,رضاسیاسر,0,,16,447,816,2277,1111010002414168
43613,رضاعلیچی,0,,29,416,102,409,2205050001256241
43614,رضافراهی,0,,16,447,450,176,1111020002414152
43615,رضاقشلاق,0,,2,271,487,788,411020003045297
43616,رضاقلی قشلاقی,0,,3,431,594,1228,2409010002024683
43617,رضاکلا,0,,27,56,291,481,216040001015898
43618,رضاکویه,0,,17,245,836,600,732010001370070
43619,رضاگاهی,0,,13,160,1054,643,607020001061220
43620,رضالک,0,,22,244,907,370,504010007051949
43621,رضامحله,0,,25,219,492,443,107050001011072
43622,رضامحله,0,,25,219,936,1229,107030003010684
43623,رضامحله,0,,27,123,959,2183,205020002018372
43624,رضایی,0,,26,41,275,1174,1501040003216871
43625,رضایی آباد,0,,16,202,124,2387,1108050003711184
43626,رضاییه,0,,11,64,716,644,931010002160886
43627,رضاییه,0,,11,64,716,644,931010002160402
43628,رضاییه,0,,11,224,730,1655,935010002142514
43629,رضاییه,0,,11,333,436,1212,914050001159940
43630,رضاییه,0,,31,61,1015,2297,2102020001245522
43631,رضاییه,0,,31,409,1019,983,2104010003248894
43632,رضنوییه,0,,21,200,1093,2606,818020001091100
43633,رضوان,0,,10,99,707,1930,2901040005132677
43634,رضوان,0,,10,429,398,1702,2905010002135600
43635,رضوان,0,,11,316,420,1668,933020001167911
43636,رضوان,0,,11,396,741,557,916050001165781
43637,رضوان,0,,13,204,767,1698,619010001063827
43638,رضوان,0,,18,15,855,935,2606010002236892
43639,رضوان,0,,21,200,1093,2606,818020001091101
43640,رضوان,0,,21,214,877,1042,804020005381917
43641,رضوان,0,,21,222,879,1274,817020002093685
43642,رضوان,0,,21,264,93,796,806050002106070
43643,رضوان,1,6244,29,82,449,1802,2202030002252608
43644,رضوان,0,,31,61,1015,1372,2102020002511227
43645,رضوان /سوداغلن /,0,,15,410,474,1230,2007020001242901
43646,رضوان آباد,0,,15,270,87,932,2003010001241422
43647,رضوان اباد,0,,21,264,540,2175,806030001107415
43648,رضوان اباد,0,,21,264,540,2370,806030002107414
43649,رضوان/چاه عمیق شماره 27زورزمند,0,,11,131,721,650,934010001542861
43650,رضوانکده,1,4035,30,398,1009,2390,1302030006208147
43651,رضوانکلا,0,,27,267,139,1689,226020002020835
43652,رضوانیه,0,,21,218,878,2530,815020002115355
43653,رضوانیه,0,,21,222,545,2476,817010002808221
43654,رضوانیه فسا,0,,17,309,840,1649,708030002373488
43655,رضودر,0,,26,41,315,1317,1501020001216069
43656,رضور,0,,26,193,951,835,1505020001217393
43657,رضوسفلی,0,,11,369,469,1908,915030002162184
43658,رضویه,0,,10,290,274,1172,2911030001151673
43659,رضویه,0,,11,369,469,1341,915030001161873
43660,رضویه,0,,31,92,1016,662,2111020001245146
43661,رضویه / قلعه سیاه /,0,,11,396,741,2430,916050004166198
43662,رضویه ابخورک,0,,10,290,256,1061,2911010001150749
43663,رضویه/ مرتضویه,0,,10,172,174,664,2910020002129454
43664,رضوییه,0,,21,200,875,1178,818010001089788
43665,رضوییه,0,,21,200,1093,679,818020002380198
43666,رضوییه,0,,21,214,877,1408,804020009105405
43667,رضی,0,,24,206,919,1883,2711020003021744
43668,رضی آباد,0,,15,177,47,1903,2001010002239306
43669,رضی آباد,0,,15,256,789,870,2002010001240160
43670,رضی آباد,0,,18,4,88,369,2604010002236535
43671,رضی آباد,0,,21,138,874,1125,803040006381288
43672,رضی آباد,0,,28,228,983,842,10020001003336
43673,رضی آباد,0,,30,428,1010,1574,1303020001208873
43674,رضی آباد جوانمرد,0,,26,253,953,1882,1509020002218140
43675,رضی اباد,0,,3,20,584,1564,2401010005024804
43676,رضی اباد,0,,8,33,15,91,2310030001259922
43677,رضی اباد,0,,8,320,693,2556,2321010002262558
43678,رضی اباد,0,,9,353,703,1591,1406020001214246
43679,رضی اباد,0,,21,138,329,1092,803010001096470
43680,رضی ابادبالا,1,4204,8,282,690,1213,2309020004261174
43681,رضی ابادپایین,1,3760,8,282,690,1213,2309020004261175
43682,رضی نسا,0,,25,312,343,1418,109030002013086
43683,رعبه,0,,21,338,887,100,808050001382555
43684,رعداباد,0,,31,119,525,2116,2103040001248038
43685,رعیت محله,0,,25,376,292,1250,111040001014115
43686,رغا,0,,21,138,329,1361,803010002096278
43687,رغیوه,0,,13,276,435,773,614030001062601
43688,رغیوه,0,,13,441,285,1234,622010001064210
43689,رفتگی,0,,25,287,1049,2198,108030001011310
43690,رفته,0,,2,404,241,2381,407010002044760
43691,رفع بن,0,,27,55,99,1377,202030001016093
43692,رفعت آباد,0,,11,163,395,2091,929010002158909
43693,رفعت آباد /چاه عمیق محمد چوبینی,0,,11,178,727,1929,939010001394394
43694,رفن,0,,9,23,1047,2438,1405020001211106
43695,رفوه چاه,0,,25,211,238,2524,105060002008746
43696,رفیع,0,,13,1,27,2495,601010002054145
43697,رفیع,0,,22,244,907,370,504010007051982
43698,رفیع آباد,0,,4,21,595,347,1001010001171726
43699,رفیع اباد,0,,17,25,817,1721,717010003083162
43700,رفیع اباد,0,,21,420,287,1239,821020001093530
43701,رفیع اباد,0,,27,14,955,2572,201020006015173
43702,رفیع اباد,0,,31,414,1020,1603,2106010002244919
43703,رفیع کندی /مزرعه رفیع کندی /,0,,3,365,591,89,2405040002034593
43704,رفیعی آباد,0,,13,45,753,1874,621030002065933
43705,رق بغل,0,,10,99,707,1930,2901040005132679
43706,رق عنابی,0,,10,99,707,1930,2901040005132680
43707,رقاصان / گوهردشت/,0,,11,369,469,1341,915030001161874
43708,رقعه صغیره,0,,21,207,513,2581,811010003113189
43709,رقعه کبیر,0,,21,207,513,815,811010001112392
43710,رقویی پایین,0,,10,99,707,298,2901040008133405
43711,رقه,0,,10,76,23,1235,2908020002152406
43712,رقی,0,,11,432,310,105,917020001167406
43713,رقیچه,0,,11,117,479,1236,905050005141642
43714,رقیه اباد,0,,10,99,707,1930,2901040005131734
43715,رکابدارکلا,0,,27,317,969,2525,210020005021058
43716,رکاتسفلی,0,,10,99,707,298,2901040008128772
43717,رکاتعلیا,0,,10,99,707,298,2901040008128773
43718,رکاج,0,,27,55,562,2232,202050002325571
43719,رکعت علیا,0,,13,51,268,1099,604020002057570
43720,رکن آباد,0,,4,280,608,1064,1009020002178918
43721,رکن آباد,0,,4,378,67,1346,1012010002181553
43722,رکن آباد,0,,15,256,789,870,2002010001240581
43723,رکن آباد,0,,16,152,129,466,1103040002192831
43724,رکن آباد,1,6999,17,175,177,1842,705050002371219
43725,رکن آباد1,0,,21,70,872,2050,810010003118551
43726,رکن آباد2,0,,21,70,872,2050,810010003118552
43727,رکن اباد,0,,3,162,385,1546,2403030002030749
43728,رکن اباد,0,,10,290,712,2177,2911020002151532
43729,رکن اباد,1,5538,11,69,401,660,923030001158162
43730,رکن اباد,0,,11,163,395,2091,929010002158910
43731,رکن اباد,0,,11,212,729,40,927020001139314
43732,رکن اباد,0,,11,432,743,1781,917040003399436
43733,رکن اباد,0,,17,105,825,1405,723010001083320
43734,رکن اباد,0,,17,251,837,1596,725020002076806
43735,رکن اباد,0,,17,375,38,157,715030001081673
43736,رکن اباد,0,,21,77,83,1240,802070001093048
43737,رکن اباد,0,,21,214,438,1766,804050002101095
43738,رکن اباد,0,,21,214,877,34,804020001099760
43739,رکن اباد,0,,21,264,322,1342,806040001106840
43740,رکن اباد,0,,26,41,78,338,1501060001216524
43741,رکن اباد,0,,29,416,102,409,2205050001256243
43742,رکن اباد,0,,31,119,1078,1380,2103030004247789
43743,رکن اباد,1,7288,31,414,1020,1603,2106010002244920
43744,رکن ابادعلیا/رکن اباد/,0,,21,279,267,1140,807020003109100
43745,رکن الدین,0,,10,243,1035,2527,2903020002134143
43746,رکن سرا,0,,25,211,933,885,105050003009134
43747,رکنت اباد,0,,17,158,828,1850,718020002071291
43748,رکو,0,,25,291,223,776,104060002012328
43749,رکون,0,,27,56,291,481,216040001016935
43750,رکی,0,,23,97,111,434,1705010001227604
43751,رکین,0,,28,302,244,968,13020001001153
43752,رکین,0,,30,180,1005,1034,1310020002209358
43753,رگ,0,,10,172,174,1876,2910020003129340
43754,رگ بلی کارند,0,,23,97,893,433,1705020001470968
43755,رگ دپ جدید,0,,16,325,328,844,1118020002711655
43756,رگ دف,0,,16,325,328,844,1118020002191456
43757,رگ سفید,0,,13,444,777,2604,618010001060319
43758,رگ لیشان,0,,13,45,3,2041,621010002065935
43759,رگ هلیل,0,,13,374,774,1083,617010001066680
43760,رگاب,0,,29,216,295,1256,2207010003256090
43761,رگان,0,,16,152,55,2099,1103030002415096
43762,رگان,0,,16,242,1053,2154,1123030002189244
43763,رگبه,0,,13,268,243,2475,611020002064977
43764,رگبی,0,,13,45,753,1579,621030001065934
43765,رگتی,0,,16,143,797,540,1102020001191020
43766,رگزان,0,,16,433,813,2616,1107050004412080
43767,رگشا,0,,16,325,328,844,1118020002412184
43768,رگنتک,0,,16,408,811,457,1113010002198334
43769,رگندشت,0,,27,233,963,2316,207030005019824
43770,رگه کن,0,,13,59,417,1662,615030002057155
43771,رگیتی,0,,16,189,169,727,1112020002185966
43772,رگینان,0,,16,242,806,1435,1123010002189444
43773,رله رادیووتلویزیون,0,,8,275,566,2253,2304020002533284
43774,رمازی,0,,21,138,329,1361,803010002096740
43775,رمان,0,,11,432,743,1276,917040002168701
43776,رماوند پیروز علی / چم چراغ,0,,26,352,515,1344,1506040001451537
43777,رماوندی بساط بیگی / بردقباله,0,,26,352,515,1344,1506040001219953
43778,رماوندی پایین,0,,26,220,362,1490,1511010001219954
43779,رمبه,0,,17,175,177,1842,705050002075492
43780,رمپان,0,,16,202,124,479,1108050001188835
43781,رمجرد,0,,21,264,540,2370,806030002107416
43782,رمجردبالا,0,,21,279,267,685,807020001109680
43783,رمجردپایین,0,,21,279,267,685,807020001109681
43784,رمجون,0,,21,264,93,384,806050001104997
43785,رمچا,1,6273,29,323,1000,888,2204020001254254
43786,رمدان,0,,27,367,971,603,222020001017876
43787,رمدان خیل,0,,27,424,974,531,219010001017612
43788,رمرون,0,,9,377,1032,273,1404040001214995
43789,رمزاباد,0,,11,116,127,1284,906050001144308
43790,رمزیه,0,,13,49,35,152,603040001056114
43791,رمزیه دو,0,,13,49,35,152,603040001056106
43792,رمزیه یک,0,,13,49,35,152,603040001056107
43793,رمسان,0,,13,160,764,894,607010001061048
43794,رمش,0,,11,173,1073,2518,938030002148827
43795,رمش,0,,16,311,528,2129,1119020001187197
43796,رمشایه,0,,25,42,277,1558,113010002010685
43797,رمشت,0,,20,334,1034,208,1208020001203880
43798,رمشی,0,,27,426,201,2437,214020002023018
43799,رمضان آباد,0,,26,188,950,2449,1504020004222149
43800,رمضان اباد,0,,11,354,739,2056,941010004159558
43801,رمضان بازار,0,,16,187,74,320,1122020001711439
